,Rank_Times,RankO,Master_col,Name_Times,Ranking_Agency_Times,Year,Region_Times,No..of.FTE.Students,No..of.students.per.staff,International.Students,Female_Ratio,Male_Ratio,Overall_Times,Teaching,Research,Citations,Industry.Income,International.Outlook,Name_QS,Ranking_Agency_QS,Region_QS,Rank_QS,Classification_Size,Classification_Focus,Classification_Res,Classification_Age,Academic_Reputation_Score,Academic_Reputation_rank,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Employer_Reputation_rank,Faculty_Student_Score,Faculty_Student_Rank,Faculty_Student_rank,Citations_per_Faculty_Score,Citations_per_Faculty_rank,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_rank,International_Faculty_Rank,International_Students_Score,International_Students_rank,International_Students_Rank,Overall_QS,USNRank,OrgRank,Ranking_Agency_USN,InstituteName,State,PublicPrivate,OverAllScores,OverallScore,PeerAssessmentScore,GraduationRetentionRank,AverageFirstYearRetentionRate,PredictedGraduationRate,ActualGraduationRate,OverUnderperformance,PellGradrate,SocialMobilityRank,FacultyResourcesRank,PercentofClassesUnder20,PercentofClassesof50orMoreStudents,StudentFacultyRatio,Student_Faculty_Ratio,SelectivityRank,SATACT25thPercentile,SATACT75thPercentile,FirstYearStudentsTop10HSclass,AcceptanceRate,FinancialResourcesRank,AverageAlumniGivingRate
55,181,181,Texas A&M University,Texas A&M University,Times,2023,United States,"62,931",21.3,8%,47%,53%,55.8,50.2,54.8,63.2,45.1,56,Texas A&M University,QS,United States,164,XL,FC,VH,5,61.5,112,112,65,112,112,5,601+,601,67.8,161,161,24.8,527,527,14.7,601,601+,47.9,67,67,USNews,Texas A&M University,TX,public,66,66,3.7,66,93%,80%,83%,3,76%,209,355,25%,28%,19,19 to 1,68,1140,1380,60%,,95,15%
56,191,191,University of Massachusetts,University of Massachusetts,Times,2023,United States,"63,338",13.2,14%,49%,51%,54.9,41.2,33.5,87.8,51.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,192,192,"University of California, Santa Cruz","University of California, Santa Cruz",Times,2023,United States,"19,266",22.6,14%,47%,53%,54.8,32.6,33.3,95.9,46.2,67.9,"University of California, Santa Cruz",QS,United States,375,L,CO,VH,4,18.6,462,462,5,501+,501,8,601+,601,81.4,105,105,63.5,296,296,13.4,601,601+,29.8,83,83,USNews,"University of California, Santa Cruz",CA,public,63,63,3.3,110,88%,84%,78%,-6,78%,18,216,26%,25%,23,23 to 1,58,1150,1370,94%,,121,2%
58,194,194,University of Miami,University of Miami,Times,2023,United States,"17,009",10.8,16%,53%,47%,54.6,48.4,33.5,81,48.3,60.2,University of Miami,QS,United States,296,L,FC,VH,4,22.7,367,367,32.1,303,303,70.8,182,182,20.8,548,548,66.9,278,278,25.3,468,468,35.4,55,55,USNews,University of Miami,FL,private,69,69,3.4,66,92%,89%,84%,-5,79%,353,61,51%,8%,13,13 to 1,46,1300,1460,65%,,26,11%
59,201,201–250,George Washington University,George Washington University,Times,2023,United States,"22,298",12.9,15%,62%,38%,51.2 - 54.3,47,32.8,83.2,38.7,56.9,George Washington University,QS,United States,362,L,FC,VH,5,27.2,310,310,29,334,334,31.3,495,495,32.6,415,415,39.2,408,408,32.1,415,415,30.3,62,62,USNews,George Washington University,DC,private,67,67,3.6,66,91%,86%,84%,-2,78%,372,70,51%,10%,12,12 to 1,61,1310,1490,45%,,65,5%
60,201,201–250,University of Notre Dame,University of Notre Dame,Times,2023,United States,"12,401",10.9,13%,46%,54%,51.2 - 54.3,51,40.5,67.7,39.7,59.3,University of Notre Dame,QS,United States,243,L,CO,VH,5,26.6,321,321,44.2,216,216,61.5,247,247,47.3,281,281,23.5,540,540,15.2,601,601+,38.9,18,18,USNews,University of Notre Dame,IN,private,84,84,4.2,1,98%,97%,96%,-1,92%,395,17,60%,11%,9,9 to 1,18,32,35,91%,,29,36%
61,201,201–250,Rutgers University - New Brunswick,Rutgers University – New Brunswick,Times,2023,United States,"46,158",10.9,17%,53%,47%,51.2 - 54.3,43.5,43.6,73,43.1,53.9,Rutgers University–New Brunswick,QS,United States,267,XL,CO,VH,5,37.6,224,224,35.6,276,276,51.3,306,306,26.3,472,472,22.4,553,553,36.5,378,378,37.3,55,55,USNews,Rutgers University--New Brunswick,NJ,public,69,69,3.4,66,93%,71%,84%,13,81%,63,136,48%,13%,15,15 to 1,76,1240,1470,31%,,70,6%
62,201,201–250,University of South Florida,University of South Florida,Times,2023,United States,"39,907",18.6,13%,NA,NA,51.2 - 54.3,31.1,36.9,85.1,85,56.2,University of South Florida,QS,United States,601,XL,CO,VH,4,12.7,501,501+,14.2,501+,501,7.4,601+,601,41.3,343,343,49.1,355,355,20.6,531,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,251,251–300,Boston College,Boston College,Times,2023,United States,"12,755",14.5,12%,54%,46%,48.9 - 51.1,48.6,31.5,74.9,37.4,48.5,Boston College,QS,United States,561,L,CO,VH,5,21.1,397,397,20.4,451,451,23.5,601+,601,24.1,502,502,13.3,601,601+,21.5,516,516,NA,36,36,USNews,Boston College,MA,private,75,75,3.8,25,95%,94%,91%,-3,85%,361,42,49%,4%,10,10 to 1,21,1420,1530,85%,,55,20%
64,251,251–300,"University of California, Riverside","University of California, Riverside",Times,2023,United States,"24,515",18.6,14%,53%,47%,48.9 - 51.1,33,32.7,81.4,41.7,65.3,"University of California, Riverside",QS,United States,453,L,FC,VH,4,17.8,484,484,8.5,501+,501,8,601+,601,61.8,193,193,72,252,252,9.4,601,601+,26.1,89,89,USNews,"University of California, Riverside",CA,public,62,62,3.1,103,90%,73%,76%,3,75%,2,314,24%,34%,24,24 to 1,71,1060,1290,94%,,132,2%
65,251,251–300,University of Hawai’i at M?noa,University of Hawai’i at M?noa,Times,2023,United States,"14,628",10.7,11%,56%,44%,48.9 - 51.1,39.8,41.7,66,40.4,66.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,251,251–300,University of Illinois Chicago,University of Illinois Chicago,Times,2023,United States,"28,724",11.3,19%,54%,46%,48.9 - 51.1,43,32.4,74.6,45.4,53.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,97,USNews,University of Illinois--Chicago,IL,public,61,61,3.1,232,81%,51%,62%,11,61%,11,247,30%,20%,19,19 to 1,211,1080,1310,28%,,41,1%
67,251,251–300,Oregon Health and Science University,Oregon Health and Science University,Times,2023,United States,"3,035",1,3%,67%,33%,48.9 - 51.1,36.4,19.8,99.4,52,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,251,251–300,University of Utah,University of Utah,Times,2023,United States,"30,967",13.6,8%,48%,52%,48.9 - 51.1,39.9,34.9,81.7,57.5,33.9,University of Utah,QS,United States,392,L,FC,VH,5,16.5,501,501+,7.6,501+,501,62.5,241,241,38,366,366,18.9,593,593,9.2,601,601+,29,105,105,USNews,University of Utah,UT,public,60,60,3.3,153,89%,71%,67%,-4,57%,303,286,41%,19%,18,18 to 1,149,22,30,,,41,13%
69,251,251–300,Virginia Polytechnic Institute and State University,Virginia Polytechnic Institute and State University,Times,2023,United States,"36,512",18.5,14%,43%,57%,48.9 - 51.1,39.3,36.2,73.7,47.4,56.8,Virginia Polytechnic Institute and State University,QS,United States,363,XL,FC,VH,5,28.5,299,299,25.6,375,375,20,601+,601,38.5,362,362,68.4,267,267,18.5,554,554,30.2,62,62,USNews,Virginia Tech,VA,public,67,67,3.7,54,93%,78%,87%,9,83%,339,146,38%,19%,13,13 to 1,124,1210,1410,,,141,18%
70,301,301–350,Brandeis University,Brandeis University,Times,2023,United States,"5,427",13.1,28%,59%,41%,47.0 - 48.7,28.5,23.1,90.3,37.3,55.5,Brandeis University,QS,United States,497,M,CO,VH,4,9.6,501,501+,3.8,501+,501,55.7,279,279,22.3,524,524,19.4,588,588,68.5,208,208,24.3,44,44,USNews,Brandeis University,MA,private,72,72,3.6,41,92%,88%,88%,NA,88%,209,42,61%,9%,10,10 to 1,40,1370,1530,57%,,51,16%
71,301,301–350,University at Buffalo,University at Buffalo,Times,2023,United States,"27,393",18,15%,45%,55%,47.0 - 48.7,38.7,33.7,67.7,47.1,63.7,University at Buffalo SUNY,QS,United States,425,L,FC,VH,5,17.7,487,487,10.6,501+,501,7.2,601+,601,57.9,215,215,76,233,233,42.7,323,323,27.2,89,89,USNews,University at Buffalo--SUNY,NY,public,62,62,3.2,119,86%,66%,74%,8,68%,69,182,34%,17%,13,13 to 1,140,1180,1360,28%,,152,8%
72,301,301–350,"University of California, Merced","University of California, Merced",Times,2023,United States,"9,185",20.1,10%,52%,48%,47.0 - 48.7,22.9,23.5,96,42.2,47.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,97,USNews,"University of California, Merced",CA,public,61,61,2.9,171,83%,50%,72%,22,69%,5,314,26%,28%,19,19 to 1,361,940,1140,,,101,5%
73,301,301–350,University of Colorado Denver/Anschutz Medical Campus,University of Colorado Denver/Anschutz Medical Campus,Times,2023,United States,"17,224",3.8,8%,57%,43%,47.0 - 48.7,30.1,20.3,97,42.9,31.5,"University of Colorado, Denver",QS,United States,428,L,FC,VH,5,7.9,501,501+,8.2,501+,501,100,4,4,11.6,601,601+,4,601,601+,10,601,601+,27.1,219,219,USNews,University of Colorado Denver,CO,public,48,48,2.9,369,72%,63%,48%,-15,48%,59,314,42%,6%,17,17 to 1,251,1030,1260,26%,,37,2%
74,301,301–350,Drexel University,Drexel University,Times,2023,United States,"19,304",12.5,14%,51%,49%,47.0 - 48.7,40.8,26,76.4,48.8,50.1,Drexel University,QS,United States,651,L,FC,VH,5,8.4,501,501+,6.8,501+,501,25.2,582,582,36.6,380,380,24.8,526,526,22.1,505,505,NA,105,105,USNews,Drexel University,PA,private,60,60,3,124,89%,73%,78%,5,76%,168,84,55%,9%,10,10 to 1,104,1210,1410,32%,,105,5%
75,301,301–350,Florida State University,Florida State University,Times,2023,United States,"39,380",24,7%,57%,43%,47.0 - 48.7,40.2,37.3,67.5,40.1,47.8,Florida State University,QS,United States,511,XL,FC,VH,5,26.7,319,319,37.1,256,256,8.2,601+,601,33.1,413,413,15,601,601+,4.2,601,601+,NA,55,55,USNews,Florida State University,FL,public,69,69,3.3,57,94%,72%,83%,11,82%,115,42,63%,11%,22,22 to 1,79,1180,1340,47%,,226,14%
76,301,301–350,George Mason University,George Mason University,Times,2023,United States,"32,157",18.1,12%,53%,47%,47.0 - 48.7,30.7,26.8,84,37.8,50,George Mason University,QS,United States,1001,L,CO,VH,4,8.8,501,501+,7.1,501+,501,11.9,601+,601,12.7,601,601+,9.4,601,601+,10,601,601+,NA,137,137,USNews,George Mason University,VA,public,56,56,3.1,144,86%,65%,70%,5,65%,132,267,44%,12%,16,16 to 1,173,1140,1350,14%,,226,2%
77,301,301–350,University of Iowa,University of Iowa,Times,2023,United States,"29,257",11.1,8%,54%,46%,47.0 - 48.7,42.5,31.6,70.7,51,46.2,University of Iowa,QS,United States,467,L,FC,VH,5,20.7,404,404,13.3,501+,501,48.2,325,325,24.4,498,498,15.8,601,601+,5.9,601,601+,25.3,83,83,USNews,University of Iowa,IA,public,63,63,3.6,124,87%,73%,74%,1,63%,372,77,51%,13%,15,15 to 1,131,22,29,33%,,85,5%
78,301,301–350,Saint Louis University,Saint Louis University,Times,2023,United States,"10,798",7.4,7%,60%,40%,47.0 - 48.7,39.6,15.8,89.4,39.8,34.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,105,USNews,Saint Louis University,MO,private,60,60,3.1,92,90%,79%,80%,1,74%,353,216,40%,7%,9,9 to 1,79,25,31,39%,,95,7%
79,301,301–350,Stony Brook University,Stony Brook University,Times,2023,United States,"25,411",10.6,22%,52%,48%,47.0 - 48.7,33.8,26.8,76.1,38.1,69.5,"Stony Brook University, State University of New York",QS,United States,416,L,FC,VH,4,19.3,446,446,9.8,501+,501,31.7,488,488,34.7,395,395,47.5,370,370,60.2,236,236,27.5,77,77,USNews,Stony Brook University--SUNY,NY,public,64,64,3.4,103,90%,70%,78%,8,77%,38,286,38%,23%,19,19 to 1,71,1300,1480,44%,,95,4%
80,301,301–350,Temple University,Temple University,Times,2023,United States,"35,641",12.5,8%,54%,46%,47.0 - 48.7,37.4,23.1,83.5,40.2,38.6,Temple University,QS,United States,751,XL,FC,VH,5,12.6,501,501+,9.1,501+,501,24.7,591,591,19.4,568,568,4.4,601,601+,6.1,601,601+,NA,121,121,USNews,Temple University,PA,public,58,58,3,119,88%,66%,75%,9,66%,154,146,43%,6%,13,13 to 1,203,1110,1340,,,152,4%
81,301,301–350,The University of Tennessee-Knoxville,The University of Tennessee-Knoxville,Times,2023,United States,"27,308",16.7,4%,NA,NA,47.0 - 48.7,35.6,28.4,79,45.1,46.7,"The University of Tennessee, Knoxville",QS,United States,601,L,FC,VH,5,10.8,501,501+,23.9,401,401,13.2,601+,601,54.3,233,233,5.1,601,601+,2.5,601,601+,NA,115,115,USNews,"University of Tennessee, Knoxville",TN,public,59,59,3.3,136,88%,78%,72%,-6,60%,250,198,28%,16%,17,17 to 1,79,25,31,35%,,132,10%
82,351,351–400,University of Delaware,University of Delaware,Times,2023,United States,"21,808",16.3,12%,57%,43%,45.0 - 46.9,28.8,39,64.9,91.4,51.5,University of Delaware,QS,United States,581,L,CO,VH,5,10.4,501,501+,9.6,501+,501,8.5,601+,601,58.8,212,212,37.2,426,426,16,601,601+,NA,89,89,USNews,University of Delaware,DE,public,62,62,3.3,66,91%,78%,84%,6,74%,418,182,35%,16%,12,12 to 1,107,1170,1350,32%,,85,6%
83,351,351–400,Howard University,Howard University,Times,2023,United States,"8,782",8.2,6%,70%,30%,45.0 - 46.9,45.7,17.6,79.2,36.9,34.3,Howard University,QS,United States,751,M,FC,HI,5,5.7,501,501+,9.9,501+,501,56.7,273,273,4,601,601+,1,601,601+,5,601,601+,NA,89,89,USNews,Howard University,DC,private,62,62,3.5,192,88%,60%,64%,4,58%,29,198,47%,9%,13,13 to 1,160,1080,1290,18%,,63,12%
84,351,351–400,University of New Mexico (Main campus),University of New Mexico (Main campus),Times,2023,United States,"18,046",16.9,5%,56%,44%,45.0 - 46.9,34.7,29.3,74.5,39,37.6,University of New Mexico,QS,United States,701,L,FC,VH,5,12.7,501,501+,7.2,501+,501,32.7,468,468,21.6,532,532,10.8,601,601+,4.4,601,601+,NA,212,212,USNews,University of New Mexico,NM,public,49,49,2.9,330,74%,67%,51%,-16,46%,90,136,51%,8%,13,13 to 1,284,20,26,,,55,
85,351,351–400,North Carolina State University,North Carolina State University,Times,2023,United States,"31,540",16.6,14%,48%,52%,45.0 - 46.9,40.9,38.2,59.7,47.5,54.8,North Carolina State University,QS,United States,312,XL,CO,VH,5,29.2,293,293,23,415,415,11.3,601+,601,68.3,156,156,63.7,292,292,16,601,601+,34.1,72,72,USNews,North Carolina State University,NC,public,65,65,3.3,57,94%,80%,85%,5,79%,250,198,39%,17%,15,15 to 1,58,27,32,47%,,115,10%
86,351,351–400,Rush University,Rush University,Times,2023,United States,"2,757",2.1,1%,76%,24%,45.0 - 46.9,40.9,15.3,90.1,44.1,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,351,351–400,University of Texas at Dallas,University of Texas at Dallas,Times,2023,United States,"25,464",21.6,20%,43%,57%,45.0 - 46.9,24.8,27,81.3,42.7,56.4,University of Texas Dallas,QS,United States,521,L,FC,VH,4,14.2,501,501+,17,501+,501,4,601+,601,64.1,179,179,14.6,601,601+,35.9,385,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,351,351–400,Tulane University,Tulane University,Times,2023,United States,"11,220",7.5,11%,58%,42%,45.0 - 46.9,41.9,23,73.6,38.8,43.8,Tulane University,QS,United States,471,L,FC,HI,5,9.5,501,501+,4.2,501+,501,86.7,102,102,11.4,601,601+,13.7,601,601+,10.9,601,601+,25.2,44,44,USNews,Tulane University,LA,private,72,72,3.6,48,93%,89%,86%,-3,77%,432,35,61%,8%,8,8 to 1,43,30,33,54%,,26,15%
89,351,351–400,Wake Forest University,Wake Forest University,Times,2023,United States,"8,122",4,10%,54%,46%,45.0 - 46.9,39.4,20.2,81.9,45.7,33,Wake Forest University,QS,United States,438,M,FC,VH,5,5.4,501,501+,7.3,501+,501,100,13,13,12.6,601,601+,6,601,601+,12.9,601,601+,26.5,29,29,USNews,Wake Forest University,NC,private,78,78,3.7,37,95%,96%,90%,-6,91%,412,25,57%,1%,11,11 to 1,33,30,33,69%,,9,20%
90,351,351–400,Washington State University,Washington State University,Times,2023,United States,"29,463",19.5,7%,54%,46%,45.0 - 46.9,33.4,32.7,69.6,50.8,50.1,Washington State University,QS,United States,443,L,FC,VH,5,25.5,333,333,24.4,391,391,15.3,601+,601,36.2,385,385,57.4,321,321,6.4,601,601+,26.3,212,212,USNews,Washington State University,WA,public,49,49,3.1,256,80%,67%,60%,-7,50%,197,364,32%,20%,15,15 to 1,284,1020,1240,,,187,9%
91,401,401–500,University of Alaska Fairbanks,University of Alaska Fairbanks,Times,2023,United States,"2,910",7.2,6%,53%,47%,42.1 - 44.9,29.1,24.9,70,47.7,60,University of Alaska Fairbanks,QS,United States,467,S,CO,VH,NA,3.1,501,501+,3.7,501+,501,99.6,33,33,16.2,601,601+,5.6,601,601+,3.4,601,601+,25.3,331,#331-#440,USNews,University of Alaska--Fairbanks,AK,public,NA,Bottom 25%,2.6,393,75%,63%,41%,-22,,435,395,,,11,11 to 1,351,18,26,,,29,
92,401,401–500,Colorado School of Mines,Colorado School of Mines,Times,2023,United States,"6,350",17.6,9%,31%,69%,42.1 - 44.9,34,30.3,63,46.2,37.1,Colorado School of Mines,QS,United States,501,M,FO,VH,5,6.9,501,501+,9.2,501+,501,24.9,587,587,67.7,163,163,22.3,555,555,11.5,601,601+,NA,89,89,USNews,Colorado School of Mines,CO,public,62,62,3.4,73,92%,84%,83%,-1,75%,412,314,27%,20%,16,16 to 1,52,1310,1470,57%,,105,7%
93,401,401–500,"Colorado State University, Fort Collins","Colorado State University, Fort Collins",Times,2023,United States,"29,351",17.7,6%,55%,45%,42.1 - 44.9,31.7,29.6,72.3,43,39.1,Colorado State University,QS,United States,408,L,CO,VH,5,19.1,448,448,19.2,478,478,63.5,232,232,20.8,549,549,21.2,566,566,5.3,601,601+,27.9,151,151,USNews,Colorado State University,CO,public,55,55,3.1,161,85%,69%,69%,NA,58%,372,300,38%,19%,17,17 to 1,177,1080,1290,18%,,105,6%
94,401,401–500,University of Connecticut,University of Connecticut,Times,2023,United States,"27,752",13.6,12%,52%,48%,42.1 - 44.9,39.1,29.3,59.8,40,54.8,University of Connecticut,QS,United States,350,L,FC,VH,5,15.5,501,501+,10.7,501+,501,11.5,601+,601,82.8,99,99,69,262,262,24.4,474,474,31,67,67,USNews,University of Connecticut,CT,public,66,66,3.4,57,93%,80%,83%,3,79%,282,100,55%,15%,15,15 to 1,71,1230,1430,43%,,70,7%
95,401,401–500,University of Denver,University of Denver,Times,2023,United States,"10,001",13,6%,60%,40%,42.1 - 44.9,40.1,24.7,69.8,37.9,27.5,University of Denver,QS,United States,751,M,CO,VH,5,4.9,501,501+,8.1,501+,501,48.2,324,324,12.2,601,601+,2.6,601,601+,5.9,601,601+,NA,105,105,USNews,University of Denver,CO,private,60,60,3.1,110,85%,81%,76%,-5,71%,313,100,57%,7%,10,10 to 1,79,27,31,36%,,85,6%
96,401,401–500,Georgia State University,Georgia State University,Times,2023,United States,"34,734",17.3,5%,58%,42%,42.1 - 44.9,34.3,26.9,65.2,38.1,43.4,Georgia State University,QS,United States,801,XL,CO,VH,4,12.7,501,501+,19.7,469,469,4.8,601+,601,26.1,474,474,8.5,601,601+,6.3,601,601+,NA,234,234,USNews,Georgia State University,GA,public,47,47,2.9,289,80%,51%,60%,9,56%,21,364,23%,20%,27,27 to 1,367,975,1220,,,344,2%
97,401,401–500,Illinois Institute of Technology,Illinois Institute of Technology,Times,2023,United States,"6,386",11.5,41%,37%,63%,42.1 - 44.9,43.1,21.8,61,39.7,67.3,Illinois Institute of Technology,QS,United States,443,M,CO,VH,5,14.8,501,501+,8.2,501+,501,14.7,601+,601,52.9,242,242,23.7,535,535,95,81,81,26.3,127,127,USNews,Illinois Institute of Technology,IL,private,57,57,2.9,144,87%,72%,71%,-1,64%,115,136,45%,9%,12,12 to 1,71,1230,1410,43%,,152,3%
98,401,401–500,Iowa State University,Iowa State University,Times,2023,United States,"28,767",16.7,10%,44%,56%,42.1 - 44.9,35.5,36.9,56.5,51,39.5,Iowa State University,QS,United States,481,L,CO,VH,5,19.4,442,442,13.9,501+,501,7.9,601+,601,65.8,171,171,6,601,601+,10.3,601,601+,24.8,127,127,USNews,Iowa State University of Science and Technology,IA,public,57,57,3.2,110,88%,70%,76%,6,66%,361,314,32%,24%,18,18 to 1,160,21,28,22%,,167,10%
99,401,401–500,University of Kansas,University of Kansas,Times,2023,United States,"24,435",9.9,8%,53%,47%,42.1 - 44.9,38.1,24.4,67.2,46.3,49.2,University of Kansas,QS,United States,369,L,FC,VH,5,14.9,501,501+,16.1,501+,501,80.5,134,134,11.2,601,601+,68.9,263,263,8.2,601,601+,29.9,121,121,USNews,University of Kansas,KS,public,58,58,3.4,192,85%,71%,66%,-5,51%,425,91,49%,13%,17,17 to 1,140,21,29,26%,,85,12%
100,401,401–500,University of Nebraska-Lincoln,University of Nebraska-Lincoln,Times,2023,United States,"24,909",16.8,10%,49%,51%,42.1 - 44.9,34,31,60.5,39.6,56.1,University of Nebraska - Lincoln,QS,United States,651,L,CO,VH,5,10.5,501,501+,5.3,501+,501,19.4,601+,601,38.4,363,363,46.2,375,375,11.6,601,601+,NA,151,151,USNews,University of Nebraska -- Lincoln,NE,public,55,55,3.2,192,82%,70%,66%,-4,54%,303,267,34%,17%,16,16 to 1,131,22,28,31%,,167,15%
101,401,401–500,University of Nebraska Medical Center,University of Nebraska Medical Center,Times,2023,United States,"3,181",2,9%,69%,31%,42.1 - 44.9,34.9,12.6,83.2,40.2,46.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,401,401–500,Nova Southeastern University,Nova Southeastern University,Times,2023,United States,"17,952",16.3,4%,70%,30%,42.1 - 44.9,39.4,10.6,87.5,36.9,28.9,Nova Southeastern University,QS,United States,1201,L,CO,HI,4,2.9,501,501+,4.7,501+,501,15.8,601+,601,3.4,601,601+,3.1,601,601+,4.4,601,601+,NA,219,219,USNews,Nova Southeastern University,FL,private,48,48,2.1,266,80%,64%,61%,-3,51%,123,100,63%,2%,17,17 to 1,190,1040,1310,21%,,132,3%
103,401,401–500,Syracuse University,Syracuse University,Times,2023,United States,"20,620",14.9,23%,52%,48%,42.1 - 44.9,34.9,28,64.3,37.2,50.7,Syracuse University,QS,United States,751,L,CO,VH,5,13.6,501,501+,15.9,501+,501,14.6,601+,601,17,596,596,5.4,601,601+,41.4,333,333,NA,62,62,USNews,Syracuse University,NY,private,67,67,3.5,73,91%,77%,82%,5,78%,197,56,64%,9%,14,14 to 1,107,1220,1400,33%,,77,9%
104,401,401–500,The University of Tulsa,The University of Tulsa,Times,2023,United States,"4,407",12,10%,48%,52%,42.1 - 44.9,37.8,17.1,75.6,48,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,401,401–500,William & Mary,William & Mary,Times,2023,United States,"8,089",10.9,8%,56%,44%,42.1 - 44.9,43.7,21.4,64.3,37.3,35.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,41,USNews,William & Mary,VA,public,73,73,3.9,32,94%,95%,91%,-4,90%,412,70,46%,7%,13,13 to 1,28,1360,1520,82%,,105,21%
106,501,501–600,Florida International University,Florida International University,Times,2023,United States,"35,590",23.3,9%,57%,43%,39.3 - 42.0,32.2,27.4,62.7,37.9,41.7,Florida International University,QS,United States,751,XL,FC,HI,4,14.3,501,501+,24.2,398,398,11.2,601+,601,16,601,601+,20.9,572,572,13.3,601,601+,NA,151,151,USNews,Florida International University,FL,public,55,55,2.7,192,90%,53%,66%,13,67%,4,346,38%,13%,22,22 to 1,195,1060,1240,29%,,344,5%
107,501,501–600,University of Kentucky,University of Kentucky,Times,2023,United States,"27,216",11.2,4%,57%,43%,39.3 - 42.0,36.1,27.3,59.2,40.4,39,University of Kentucky,QS,United States,701,L,FC,VH,5,11.6,501,501+,14.9,501+,501,21.2,601+,601,28.4,449,449,16.5,601,601+,4.4,601,601+,NA,137,137,USNews,University of Kentucky,KY,public,56,56,3.2,178,86%,72%,68%,-4,55%,372,182,38%,14%,16,16 to 1,124,22,29,35%,,63,7%
